PM25,PM10,CO,NO,NO2,NOx,O3,PH_RAIN,RAINFALL,RH,SO2,TEMP,UVB,WIND_DIREC,WIND_SPEED
8,24,0.1,0.4,3.32,3.72,19.3,0,0,82.4,1.7,24.69,0.1,178.21,4.38
8,22,0.1,0.79,2.98,3.77,18.6,0,0,80.88,1.6,25.31,0.6,184.36,4.35
12,20,0.12,1.16,2.79,3.95,19.5,0,0,78.25,1.7,26.68,2.1,190.55,4.32
16,26,0.2,2.19,5.42,7.61,26.7,0,0,69.92,2.1,28.9,5.2,183.06,5.73
18,35,0.23,1.69,6.55,8.24,38.8,0,0,61.78,2.3,30.51,8.3,187.45,5.63
17,45,0.24,1.39,7.68,9.07,53.6,0,0,57.36,2.6,31.82,11,184.65,5.68
15,50,0.22,1.27,8.19,9.46,61.6,0,0,53.5,2.7,33.13,11.65,187.64,5.73
16,47,0.19,1.01,6.65,7.65,65.2,0,0,48.12,2.5,34.12,12.3,191.82,4.68
16,43,0.19,1.02,6.97,8,59.8,0,0,46.32,2.2,34.81,10.4,197.31,4.36
17,43,0.17,1.27,7.28,8.55,50.7,0,0,51.58,2.9,33.96,7.9,201.47,4.62
15,46,0.2,1.47,8.23,9.7,48.7,0,0,53.9,3.1,33.35,5.2,202.1,4.54
15,47,0.21,1.44,9.65,11.09,51.5,0,0,56.91,3.4,32.38,2.3,199.2,3.72
21,46,0.24,1.95,14.28,16.23,42.8,0,0,59.88,3.7,31.24,0.7,197.93,3.05
25,42,0.25,1.35,16.21,17.56,30.6,0,0,65.64,4.2,29.04,0.1,192.28,3.55
22,41,0.25,0.75,13.95,14.7,22.6,0,0,71.38,4.6,27.44,0,186.1,3.675
21,48,0.35,0.71,22.21,22.91,14.6,0,0,76.67,6.4,26.61,0,188.66,3.9875
20,51,0.32,0.7,20.33,21.02,10.7,0,0,77.7,4.1,26.35,0,188.37,4.3
15,49,0.26,0.6,13.42,14.02,13.2,0,0,78.23,2.7,26.51,0,188.63,3.86
12,39,0.27,0.59,13.11,13.7,12.5,0,0,79.75,3,26.54,0,188.17,3.99375
11,31,0.19,0.7,7.25,7.95,16.7,0,0,81.39,1.9,26.23,0,181.98,3.93
13,32,0.17,0.59,5.61,6.2,17.6,0,0,82.83,2,26,0,181.02,3.965
10,29,0.13,0.59,4.95,5.54,15.15,0,0,84.08,1.9,25.92,0,187.38,4
11,29,0.13,0.44,8.51,8.96,15.25,0,0,86.38,2.1,25.5,0,186.59,3.75
18,37,0.21,1.175,7.095,8.27,24.9,0,0,69.385,2.2,28.84,4.15,188.51,3.42
16,44.5,0.205,0.965,7.915,8.88,36.3,0,0,65.245,2.4,30.15,5.825,188.605,3.47
17,41,0.19,0.84,7.305,8.15,35.4,0,0,61.655,2.15,30.99,5.2,193.44,2.785
16,42.5,0.195,1.065,7.935,9,29.85,0,0,65.445,2.6,30.26,2.6,195.835,2.875
19,42.5,0.215,1.305,10.96,12.265,26.9,0,0,68.435,2.9,29.205,0.35,193.75,2.13
20,40,0.22,0.705,10.795,11.5,16.8,0,0,74.185,3.35,27.305,0,187.835,2.4425
19,45,0.255,0.68,13.985,14.66,10.85,0,0,77.345,3.1,26.76,0,188.97,2.755
15,39,0.23,0.625,10.375,11,11.75,0,0,78.37,2.55,26.855,0,188.87,2.601875
15,35.5,0.18,0.625,6.625,7.25,14.3,0,0,79.91,2.05,26.585,0,185.295,2.5875
14,34,0.16,0.55,8.075,8.63,13.125,0,0,81.685,2.1,26.335,0,188.08,2.48
17,41.75,0.1975,0.8125,7.7775,8.59,23.65,0,0,71.1175,2.25,28.66,2.9125,189.0875,2.34
17,40.75,0.1925,0.8625,7.7875,8.65,20.425,0,0,71.2175,2.35,28.715,1.3,192.7025,2.0425
19,39.5,0.205,0.6825,9.2175,9.9,13.9,0,0,75.5875,2.725,27.2375,0,188.7025,1.82625
16,39,0.21,0.6425,9.0075,9.65,11.375,0,0,77.68,2.325,27.0125,0,189.22,1.9059375
16,36.5,0.175,0.605,7.8575,8.465,12.0625,0,0,79.3375,2.1,26.7525,0,188.825,1.845
17,39.875,0.19125,0.76125,7.71375,8.475,15.7125,0,0,74.10375,2.225,27.9425,0.65,191.13625,1.62625
17,39,0.2,0.65125,8.32375,8.975,11.1875,0,0,77.335,2.2125,27.09125,0,189.395,1.55796875
17,39.4375,0.190625,0.710625,7.676875,8.3875,13.35625,0,0,75.546875,2.1625,27.55625,0.325,190.353125,1.418125
17,39.21875,0.1903125,0.6853125,7.6584375,8.34375,12.178125,0,0,76.2684375,2.13125,27.363125,0.1625,189.9615625,1.3140625
18,39,0.19,0.66,7.64,8.3,11,0,0,76.99,2.1,27.17,0,189.57,1.21
12,33,0.14,0.6,5.31,5.9,16,0,0,76.59,1.8,26.78,0,186.48,1.58
11,35,0.14,0.39,4.68,5.07,15.7,0,0,79.42,1.8,26.29,0,188.67,1.39
13,31,0.15,0.52,5.44,5.96,14.4,0,0,79.61,1.8,26.32,0,190.17,1.7
9,23,0.16,1.45,9.83,11.28,10.2,0,0,82.39,2.4,25.71,0,185.26,1.56
8,30,0.19,1.19,12.96,14.15,5.7,0,0,85.91,3,25.16,0,193.38,1.83
11,32,0.19,3.87,15.09,18.96,6.8,0,0,88.02,3.7,25.01,0.1,189.79,1.17
11,25,0.2,4.23,10.185,13.33,10.3,0,0,82.97,2.6,26.31,0.5,176.04,2.4
13,29,0.19,2.87,5.28,8.15,19.2,0,0,75.36,2.3,28.13,2,187.47,2.585
17,33,0.17,1.91,4.52,6.43,26.2,0,0,67.11,2.1,29.62,4.8,186.49,2.77
21,37,0.3,2.88,11.6,14.48,34.5,0,0,61.72,3.1,31.01,5.7,189.94,2.58
25,51,0.28,2.21,10.72,12.94,52.3,0,0,59.49,3.2,31.71,7.4,231.28,2.32
25,51,0.25,1.35,9.4,10.75,59.7,0,0,60.29,2.8,31.91,8.2,282.1,2.29
23,46,0.17,1.13,6.74,7.87,52.1,0,0,65.55,2.8,31.39,9.3,325.17,2.51
19,44,0.15,1.5,5.33,6.83,46.2,0,0,61.77,2,32.33,10.3,260.81,3.07
17,38,0.15,1.64,4.64,6.28,40.2,0,0,58.34,2,32.99,8.6,262.41,2.36
27,44.5,0.185,1.74,5.13,6.87,44.1,0,0,56.1,2.3,33.26,4.4,272.7,1.97
31,44.75,0.22,2.315,6.97,9.285,34.4,0,0,65.49,2.45,30.85,1.4,235.34,1.3
35,45,0.25,2.89,8.81,11.7,26.2,0,0,65.43,2.6,30.68,0.7,269.2,1.34
27,35,0.24,2.3,13.33,15.63,18,0,0,72.22,3.8,28.97,0.1,241.7,1.39
14,26,0.29,2.26,20.19,22.45,10.8,0,0,75.19,4.2,28.3,0,241.42,1.14
11,26,0.31,1.89,18.32,20.21,8.85,0,0,78.94,2.8,27.87,0,241.42,1.04
12,32,0.28,2.34,16.25,18.59,6.9,0,0,82.09,2.3,27.14,0,216.02,0.94
13,32,0.23,1.58,12.73,14.31,8.1,0,0,85.09,1.9,26.68,0,212.45,0.96
14,29,0.18,1.59,11.39,12.98,8.8,0,0,85.98,2.2,26.65,0,212.48,1.19
13,32,0.2,0.84,11.02,11.86,9.6,0,0,83.72,2.3,26.81,0,193.46,1.42
12,35,0.2,0.7,8.43,9.12,13.1,0,0,79.04,1.8,26.21,0,163.65,1.42
15,32,0.16,0.63,6.46,7.09,14.6,0,0,79.23,1.5,25.26,0,195.25,1.06
17,26,0.15,1.2,5.84,7.04,12.5,0,0,78.41,1.3,24.97,0,194.3,0.48
13,25,0.14,1.07,4.81,5.88,12.9,0,0,78.91,1.7,24.63,0,189.09,1.34
13,28,0.17,7.24,9.89,17.14,7.7,0,0,80,1.9,24.47,0.1,216.8,1.05
15,34,0.23,17.93,12.57,30.5,8.3,0,0,75.09,2.2,25.49,0.4,177.25,1.66
11,32,0.16,3.57,4.23,7.8,16.5,0,0,61.96,1.8,27.98,1.9,181.58,2.315
9,26,0.13,2.48,2.99,5.48,25.4,0,0,56.06,2,29.97,4.9,183.99,2.97
10,27,0.17,1.98,3.98,5.96,34.9,0,0,54.39,2.3,31.27,8.2,192.11,2.32
17,40,0.36,2.61,13.84,16.45,63.5,0,0,52.8,3.3,32.48,9.7,221.02,2.44
27,51,0.3,1.65,10.97,12.61,78.6,0,0,55.49,3.5,32.54,9,285.63,2.85
30,47,0.19,1.6,7.39,8.99,62.4,0,0,56.61,4.1,32.93,11.6,296.29,3.26
27,46,0.17,1.65,6.43,8.08,58.9,0,0,60.06,3.9,32.46,11.2,287.68,2.52
23,41,0.14,1.86,5.2,7.06,47.1,0,0,60.25,3.2,32.32,8.8,330.9,3.57
17,30,0.15,2.04,4.96,7,34,0,0,63.81,2.5,30.79,3.7,311.06,2.35
12,25,0.16,2.14,7.21,9.34,20.2,0,0.4,78.13,2.7,27.9,0.5,316.37,2.34
9,23,0.16,1.96,5.9,7.86,15.3,0,0.2,86.27,1.9,26.95,0.2,163.43,2.33
10,26,0.14,1.42,4.51,5.93,24.1,5.75,0,81.49,1.9,25.73,0.1,151.95,2.14
14,31,0.15,1.19,4.83,6.02,32.5,4.69,0.4,80.41,1.6,24.2,0,11.97,1.95
14,27,0.21,2.28,17.76,20.05,15.1,0,0,85.79,1.5,23.26,0,355,1.2
13,25,0.19,2.26,12.21,14.47,11.7,0,0,86.33,1.8,23.06,0,184.43,0.45
7,30,0.21,3.34,12,15.34,10.2,0,0,87.51,2,22.97,0,159.65,0.7
10,28,0.31,14.02,16.48,30.5,5.4,0,0,88.12,2.5,23.01,0,122.92,1.11
17,31,0.3,7.65,15.27,22.93,4.8,0,0,89.64,2.1,22.81,0,112.72,0.51
16,31,0.28,7.08,17.4,24.48,7.4,0,0,85.02,2.7,23.52,0,113.43,0.85
16,27,0.23,5.3,13.8,19.09,5.7,0,0,86.91,2.2,23.06,0,113.48,0.56
15,26,0.19,2.92,13.19,16.11,6.15,0,0,85.9,2.2,22.87,0,113.47,0.73
14,27,0.18,6.07,13.8,19.87,6.6,0,0,86.99,3.5,22.38,0,113.45,0.6
12,31,0.17,4.91,12.95,17.86,11.3,0,0,82.64,1.5,22.76,0.1,113.47,0.91
10,31,0.18,3.55,6.61,10.16,17.2,0,0,75.84,1.3,24.31,0.5,211.6,1.25
15,27,0.25,13.5,12.16,25.65,14.3,0,0,65.02,1.5,27.29,2.1,203.81,1.18
12,25,0.18,3.26,5.65,8.92,29.3,0,0,53.66,1.5,29.52,4.8,178.29,2.39
15,27,0.18,3.27,7.7,10.97,35.6,0,0,50.46,3.3,30.76,7.7,200.43,1.76
17,31,0.2,3.34,7.64,10.98,43,0,0,45.37,3.6,32.31,11.1,162.44,2.44
14,32,0.22,2.02,6.23,8.25,55.7,0,0,40.58,3.6,33.98,11.65,248.95,1.9
23,31,0.2,1.71,7.03,8.74,59.8,0,0,48.19,3.7,33.67,12.2,300.96,2.89
22,26,0.17,1.67,6.06,7.73,58.4,0,0,55.38,3.6,32.4,11.1,288.61,2.8
16,28,0.2,1.8,6.72,8.53,56.1,0,0,52.3,4.3,32.56,8.2,342.84,2.61
14,30,0.19,1.83,6.52,8.36,50.5,0,0,53.38,3.7,31.97,4.7,2.78,1.83
11,28,0.17,1.92,5.74,7.66,41.2,0,0,56.31,2.4,31.5,2.1,346.99,2.47
9,22,0.17,3.08,9.66,12.73,26.1,0,0,67.49,2.7,29.61,0.6,329.39,2.51
11,19,0.17,2.35,12.16,14.5,17.9,0,0,75.64,1.9,27.85,0,10.18,1.98
16,20,0.17,1.47,10.58,12.05,14.2,0,0,81.53,1.8,26.59,0,21.46,1.65
16,21,0.2,1.7,13.69,15.4,9.3,0,0,84.94,2.5,26.01,0,27.71,2.04
17,28,0.17,1.16,9.73,10.9,11.2,0,0,87.78,2.5,25.63,0,20.71,1.715
20,32,0.19,0.92,7.63,8.55,13.8,0,0,89.26,2.8,25.39,0,13.215,1.39
18,28,0.18,1.14,8.04,9.17,10.6,0,0,89.76,2.6,25.21,0,5.72,0.94
20,28,0.23,1.32,8.05,9.37,9.7,0,0,88.9,1.8,25.09,0,38.9,0.86
22,31,0.23,1.16,6.79,7.95,8.7,0,0,88.1,1.3,25.07,0,38.96,1.12
21,34,0.21,3.37,12.36,15.73,11.1,0,0,88.03,1.8,24.91,0,239.35,0.765
23,36,0.2,3.43,13.34,16.77,12.85,0,0,86.34,1.8,25.25,0,229.41,0.7175
28,40,0.23,4.2,12.08,16.28,14.6,0,0,84.12,2.3,25.66,0,231.94,0.67
28,44,0.31,9.18,15.51,24.69,6.1,0,0,85.97,2.4,25.66,0,206.14,0.47
27,39,0.36,10.06,14.145,25.25,6.9,0,0,85.83,3,26.02,0.3,126.02,0.91
30,41,0.35,4.6,12.78,17.38,17.7,0,0,76.28,3.6,27.74,1.4,156.5,1.275
31,51,0.36,4.19,15.19,19.38,24.4,0,0,74.42,3.6,28.15,2,271.27,1.64
25,47,0.18,3.83,9.22,13.05,28.1,0,0,73.45,3.9,28.32,4.5,301.87,2.09
21,36,0.15,2.1,5.24,7.34,41.7,0,0,67.65,2.7,29.47,8.7,341.5,2.71
26,31,0.14,1.98,6.9,8.88,46.5,0,0,67.24,2.9,29.95,8.2,4.15,3.15
25,32,0.12,2.52,6.65,9.17,43.6,0,0,67.59,3.5,30.35,9.1,324.28,3.44
19,31,0.13,1.92,5.58,7.49,49,0,0,66.65,2.9,30.31,9.2,24.85,3.755
14,33,0.14,1.64,4.24,5.88,50.2,0,0,61.08,2.5,30.4,6.4,344.53,4.07
12,33,0.14,1.75,5.62,7.37,48.5,0,0,57.72,2.6,30.8,5,49,4.11
14,30,0.14,1.7,5.53,7.22,42.5,0,0,61.13,2.3,30.26,2.3,332.93,3.53
14,27,0.16,1.73,7.04,8.76,36.1,0,0,63.09,2.3,29.45,0.7,15.87,2.95
12,26,0.17,1.4,8.31,9.71,31.2,0,0,68.86,2.4,28.06,0,27.17,1.96
14,27,0.18,1.03,9.71,10.74,25.8,0,0,74.71,2.8,26.93,0,24.73,1.83
18,30,0.19,1,8.98,9.99,26.2,0,0,74.84,2.9,26.75,0,3.78,1.185
19,34,0.21,1.37,11.63,13,18.2,0,0,76.44,2.7,26.75,0,42.09,0.54
21,34,0.19,1.41,10.21,11.62,18.2,0,0,80.09,2.6,26.22,0,35.9,0.83
20,30,0.21,1.48,11.62,13.1,13.1,0,0,85.89,2.2,25.18,0,24.74,1
24,36,0.21,1.32,11.71,13.03,12.4,0,0,86.44,2.5,25.11,0,25.54,1.02
25,45,0.22,1.04,9.32,10.37,11.8,0,0,87.68,2,24.75,0,82.55,0.64
25,42,0.24,9.49,12.21,21.7,10.65,0,0,87.37,2.2,24.61,0,24.25,0.995
27,37,0.2,1.44,9.38,10.82,9.5,0,0,90.32,1.8,23.99,0,8.68,1.35
25,40,0.23,5.64,13.83,19.47,7,0,0,91.04,2,23.72,0,19.06,1.31
25,45,0.24,3.61,11.44,15.06,9.2,0,0,91.54,2,23.57,0,359.96,1.45
32,49,0.3,11.85,17.03,28.88,10.2,0,0,87.99,4.8,24.6,0.5,14.51,1.55
37,50,0.27,6.44,12.51,18.95,22.3,0,0,75.64,7,26.98,2,34.29,2.66
32,40,0.18,3.5,6.26,9.76,38.5,0,0,62.06,3.6,28.62,4.6,38.57,2.33
25,34,0.17,2.13,4.49,6.61,53.4,0,0,54.62,3,29.94,7.7,2.74,2.32
27,36,0.2,2.09,7.05,9.14,63.5,0,0,57.92,3.4,30.3,8.3,321.08,3.56
31,40,0.19,1.77,6.13,7.9,66.1,0,0,56.99,2.6,30.85,9.6,160.575,2.34
24,40,0.16,1.7,4.55,6.25,61.2,0,0,51.6,2.1,31.32,10.4,0.07,3.14
20,33,0.14,1.74,4.05,5.79,53.4,0,0,49.62,2,31.98,10.8,342.49,3.235
22,29,0.14,1.86,4.24,6.1,50.6,0,0,51.47,2.3,32,8.2,12.82,3.33
21,33,0.15,1.7,4.78,6.47,52.6,0,0,52.36,2.4,31.97,4.8,332.41,3.08
26,37,0.19,1.98,6.89,8.87,43.5,0,0,56.04,2.6,30.77,2,326.3,3.26
25,32,0.19,2.51,8.52,11.03,29.9,0,0,52.72,2.3,30.27,0.6,337.81,2.3175
18,27,0.2,2.16,12.63,14.78,25.1,0,0,63.12,2.3,29.05,0,4.76,2.24
19,29,0.23,1.45,14.44,15.89,23,0,0,74.56,2.5,27.55,0,26.43,1.85875
23,36,0.23,1.33,10.9,12.23,24.5,0,0,78.07,3.5,26.61,0,26.2,1.629375
27,42,0.2,1.29,9.05,10.35,24.7,0,0,80.58,3.6,25.99,0,21.95,1.4
24,41,0.21,1.51,9.51,11.02,22.1,0,0,82.98,3.7,25.41,0,21.1,0.47
20,39,0.21,2.35,11.02,13.37,12.5,0,0,85.5,2.2,24.93,0,15.99,0.57
23,45,0.24,2.93,18.93,21.86,9.8,0,0,85.05,2.4,24.87,0,212.76,0.81
24,45,0.19,2.08,13.14,15.21,13,0,0,84.4,1.9,24.55,0,224.19,0.515
19,41,0.18,2.14,13.42,15.56,14.2,0,0,81.9,1.7,24.4,0,231.85,0.4875
21,39,0.18,1.56,9.72,11.28,17.1,0,0,81.35,1.6,24.32,0,232.08,0.46
24,37,0.23,0.27,9.82,10.09,15.6,0,0,83.47,2.1,23.83,0,231.89,0.735
30,40,0.27,1.97,15.26,17.23,11.3,0,0,80.79,2.1,24.07,0,233.22,1.01
32,39,0.26,3.6,10.83,14.44,14.7,0,0,75.34,1.9,25.25,0.5,235.3,1.04
24,42,0.29,6.42,12.95,19.37,20.2,0,0,62.63,1.9,28,2,198.28,2.17
23,42,0.23,1.65,6.41,8.06,32.6,0,0,57.1,2.4,29.55,4.6,186.51,2.73
32,52,0.41,2.35,16.13,18.48,56.2,0,0,53.48,5.2,31.06,7.5,194.9,1.58
41,66,0.4,1.36,13.55,14.91,83.1,0,0,45.05,4.9,32.9,10,215.63,1.94
48,66,0.36,0.63,11.74,12.38,94.6,0,0,59.68,5.8,31.51,9.3,297.63,3.17
47,66,0.43,1.28,12.27,13.55,79.6,0,0,54.58,7.1,32.37,11.3,289.72,2.66
35,48,0.31,1.99,9.49,11.48,55.8,0,0,47.24,5.7,33.09,10.4,300.96,2.91
26,36,0.23,1.06,6.9,7.97,62.3,0,0,47.8,3.8,32.96,7.3,315.22,2.54
26,40,0.18,0.64,5.96,6.6,57.7,0,0,59.39,3,31.28,2.8,334.48,1.68
23,37,0.19,0.94,10.69,11.64,54.9,0,0,61.68,2.7,31.18,0.9,27.99,2.65
20,36,0.23,0.22,8.51,8.73,52.5,0,0,70.28,3.4,28.84,0.4,33.45,2.31
22,40,0.2,0.01,6.71,6.71,51.1,0,0,72.5,3.2,27.87,0,32.03,2.07
26,38,0.2,0.1,6.56,6.66,43.25,0,0,75.96,2.9,26.98,0,35.49,1.565
29,38,0.22,0.14,7.53,7.67,35.4,0,0,80.9,2.6,26.25,0,36.12,1.1925
31,42,0.3,0.29,11.95,12.24,32.3,0,0,81.59,2.3,25.99,0,250.56,0.82
34,45,0.32,0.32,10,10.32,46.5,0,0,79.1,2.4,26.33,0,197.73,1.04
39,52,0.33,0.06,7.43,7.49,41.8,0,0,80.28,1.9,25.89,0,196.89,1.1
42,54,0.36,0.2,8.13,8.33,29.6,0,0,83.35,2.2,25.52,0,191.5,1.48
41,62,0.43,0.17,16.08,16.25,37.6,0,0,84.87,3.8,26.01,0,168.79,1.86
41,66,0.39,0.19,11.92,12.11,29.15,0,0,83.4,3.6,26.07,0,170.43,1.39
43,62,0.33,0.38,6.73,7.11,28.925,0,0,80.92,2.6,25.77,0,167.85,1.345
41,63,0.3,0.26,5.96,6.22,28.7,0,0,80.71,2.2,25.3,0,212.49,1.3
34,59,0.27,0.28,5.42,5.7,27.3,0,0,78.32,2,25.31,0.1,224.71,2.23
26,48,0.24,0.57,5.13,5.71,26.1,0,0,72.44,1.5,25.75,0.3,213.78,2.185
29,45,0.24,0.82,4.98,5.8,28.2,0,0,70.26,1.9,26.94,1.3,190.85,2.6275
34,47,0.23,0.99,4.36,5.34,32.8,0,0,63.83,1.9,28.3,3.3,186.7,3.07
36,50,0.27,0.85,4.9,5.75,47.8,0,0,60.65,2.4,30.61,6.7,176.82,2.91
46,66,0.31,0.74,6.29,7.03,69.7,0,0,53.19,3.5,32.37,8.9,191.78,2.44
54,74,0.36,1.21,9.95,11.16,72.3,0,0,60.69,4,31.84,6.3,289.66,2.68
50,65,0.25,1.2,6.85,8.04,61.4,0,0,63.39,3.4,30.72,7.1,345.79,2.92
40,53,0.27,1.12,6.53,7.65,54.5,3.91,1.8,72.74,2.9,29,7.4,330.73,1.65
34,44,0.2,1.09,4.54,5.63,52.3,0,0,55.43,2.3,31.87,7.8,272.76,1.39
28,39,0.21,0.67,4.35,5.02,53.7,3.8,2.8,64.54,1.8,31.27,3.1,75.87,1.1
21,39,0.23,0.9,8.06,8.96,45.8,0,0.4,81.43,1.5,27,0.3,189.02,3.61
18,36,0.19,0.9,6.81,7.71,46.1,4.14,0.4,84.98,1.2,25.39,0.3,205.04,1.39
19,34,0.24,0.69,8.01,8.69,38.7,0,0,83.24,1.4,25.46,0,202.08,2.26
25,40,0.41,1.5,19.9,21.4,33.05,0,0,86.73,1.8,24.85,0,241.25,1.14
29,45,0.35,0.95,17.34,18.29,27.4,0,0,84.88,1.5,24.98,0,10.54,1.16
28,43,0.29,0.79,10.38,11.17,21.1,0,0,89.38,1.4,24.28,0,39.52,1.135
26,37,0.27,0.47,6.63,7.1,24.8,0,0,89.2,1.3,24.23,0,94.32,1.11
27,44,0.36,4.69,15.89,20.57,18.4,0,0,87.28,1.6,24.73,0,224.77,1.35
35,56,0.49,18.1,26.22,44.32,7.4,0,0,86.94,2,24.97,0,184.1,1.09
35,56,0.4,3.25,19.7,22.95,13.4,0,0,86.79,1.7,24.88,0,230.97,1.22
30,53,0.29,2.67,15.75,18.42,15.1,0,0,85.97,1.6,24.51,0,228.24,1.47
29,48,0.24,1.28,10.04,11.33,19.5,0,0,85.9,1.5,24.07,0,258.49,0.8
26,45,0.21,1.22,12.54,13.76,20.8,0,0,83.71,1.7,23.99,0,212.59,1.06
25,42,0.22,2.85,11.55,14.4,17.6,0,0,84.5,1.5,23.96,0.1,168.51,0.96
24,39,0.2,1.29,3.9,5.18,28,0,0,76.85,1.4,25.35,0.5,185.65,1.16
21,31,0.2,1.23,2.93,4.16,31.5,0,0,67.08,1.5,27.52,2,180.1,1.76
21,36,0.17,1.05,2.39,3.44,45.2,0,0,59.89,1.9,29.31,4.9,182.63,2.67
25,48,0.27,1.85,8.27,10.12,52.3,0,0,58.37,4.2,30.19,7.3,207.82,1.62
33,53,0.32,2.04,9.36,11.4,72.7,0,0,53.19,3.2,31.57,10.6,201.74,2.68
39,52,0.36,1.36,9.52,10.87,97.7,0,0,44.68,2.9,33.43,11.9,178.56,2.73
39,59,0.3,1.29,8.96,10.26,97.9,0,0,42.91,3.8,34.59,11.7,244.86,2.44
45,67,0.26,1.3,8.39,9.7,94.8,0,0,51.66,4,33.73,10,288.54,3.21
44,60,0.21,1.28,7.53,8.81,77.5,0,0,60.78,4,31.35,5,30.21,3.28
29,42,0.21,1.07,6.01,7.08,63.8,0,0,73.48,1.4,26.53,1,323.13,1.58
22,29,0.25,2.37,9.91,12.27,49.6,0,0,62.99,1.3,28.9,1.7,197.37,2.37
18,30,0.21,1.1,4.16,5.27,51.4,0,0,64.07,1.2,28.75,0.4,162.12,1.64
14,26,0.23,1.14,6.55,7.69,47.7,0,0,67.26,1.3,27.5,0,229.75,0.91
15,29,0.28,1.54,12.32,13.87,34.8,0,0,73,1.5,26.56,0,285.6,0.81
19,36,0.27,1.62,13.11,14.73,31.75,0,0,80.22,1.3,25.25,0,160.73,0.95
19,35,0.22,1.29,6.52,7.81,28.7,0,0,78.35,1.2,25.3,0,180.34,1.09
13,29,0.22,1.66,10.58,12.24,20.9,0,0,77.42,1.3,25.25,0,186.36,0.74
15,26,0.22,1.35,12.07,13.42,17.9,0,0,81.12,1.5,24.54,0,211.9,1.08
15,35,0.2,1.94,11.39,13.34,17.6,0,0,78.23,1.3,24.54,0,230.59,1.38
12,34,0.18,1.76,11.42,13.18,17.6,0,0,75.81,1.3,24.58,0,212.94,1.17
12,23,0.15,1.16,7.17,8.33,18.1,0,0,75.63,1.3,24.59,0,240.7,1.23
14,26,0.16,0.59,13,13.59,18.35,0,0,76.84,1.5,24.68,0,220.35,1.02
21,31,0.17,1.5,14.42,15.92,18.6,0,0,76.3,1.8,24.85,0,157.47,1.22
23,28,0.17,1.06,12.77,13.83,18.4,0,0,75.41,1.6,24.8,0,162.53,1.215
19,29,0.18,1.27,6.46,7.72,21.8,0,0,74.45,1.6,25.15,0.5,176.21,1.21
20,37,0.19,0.85,3.95,4.8,30.3,0,0,68.9,2,27.41,1.9,170.59,1.485
29,42,0.18,0.78,4.06,4.84,37.2,0,0,63.17,2.6,29.08,4.5,214.4,1.76
33,46,0.26,0.91,7.1,8.02,52.9,0,0,56.68,3.4,30.57,7.6,192.33,2.08
40,58,0.31,1,9.92,10.92,71.8,0,0,51.68,3.1,32.11,9.7,200.96,2.35
50,69,0.32,0.62,10.52,11.14,95.4,0,0,48.14,3.9,33.43,9.5,206.58,2.1
50,72,0.29,0.59,10.05,10.64,81.8,0,0,60.03,4.4,31.13,6.2,292.82,3.81
47,73,0.24,0.78,8.84,9.62,75.6,0,0,61.2,4.6,31.47,8.8,295.69,3.16
44,64,0.2,0.67,7.49,8.16,64.1,0,0,57.91,3.5,31.96,6.5,358.23,2.38
42,52,0.21,0.58,6.36,6.94,54.5,0,0,67.38,2.5,29.68,2.4,335.82,1.95
41,51,0.19,0.5,6.1,6.6,53.3,0,0,70.4,2.5,29.05,1.2,55.99,1.5
38,53,0.2,0.47,7.45,7.92,52.9,0,0,71.96,2.5,28.91,0.4,164.62,1.67
38,50,0.21,0.22,7.44,7.66,52.2,0,0,73.99,2.2,28.52,0,54.64,0.84
39,52,0.27,0.23,7.62,7.84,38.9,0,0,81.18,1.8,27.12,0,191.64,1.18
42,65,0.28,0.22,7.43,7.65,38.8,0,0,83.37,1.8,26.49,0,189.66,1.21
47,72,0.31,0.29,8.8,9.09,29.2,0,0,85.25,1.8,25.96,0,206.51,1
49,70,0.4,0.25,11.74,11.99,28.4,0,0,86.11,2.6,25.51,0,188.37,1.38
49,69,0.42,0.39,12.52,12.91,30.4,0,0,84.86,2.7,25.35,0,207.22,1.76
44,63,0.48,0.22,13.57,13.79,28.1,0,0,86.14,2.8,24.96,0,209.34,1.01
45,59,0.39,0.15,12.11,12.26,24.3,0,0,87.17,2.8,24.72,0,223.17,0.92
44,62,0.26,0.16,9.24,9.4,24.7,0,0,87.36,2.4,24.54,0,183.52,1.3
41,60,0.22,0.47,6.62,7.09,24.7,0,0,86.07,2.1,24.35,0,218.78,0.88
36,57,0.2,1.74,7.85,9.59,24.7,0,0,85,1.9,24.36,0,215.86,0.86
32,53,0.24,12.4,18.06,30.46,10.7,0,0,85.28,2.5,24.39,0.1,183.99,0.84
30,46,0.21,2.71,9.5,12.22,15.4,0,0,81.58,2.3,25.24,0.5,189.11,1.95
28,45,0.21,1.91,5.8,7.71,26,0,0,71.9,3.3,27.38,1.9,174.22,3.06
26,42,0.19,2.19,6.77,8.96,35.6,0,0,63.76,3.5,29.02,4.4,187.92,3.28
26,43,0.27,2.87,11.31,14.18,41.7,0,0,58.52,3.7,30.42,6.5,209.51,1.89
35,51.5,0.32,1.79,10.69,12.48,70.1,0,0,52.68,3.1,32.14,9.6,185.25,3.11
39,56.25,0.26,1.1,9.66,10.76,81.4,0,0,46.71,3,33.73,11,183.92,2.96
44,61,0.26,0.96,9.29,10.25,77.3,0,0,52.02,3.7,33.63,7.5,297.1,2.16
